contig_10	VFG000477(gb|NP_461845)	93.448	992	65	0	197246	198237	993	2	0.0	1472
contig_2	VFG009609(gb|WP_011893045)	95.745	47	2	0	175061	175107	1058	1012	2.36e-10	76.8
contig_2	VFG033146(gb|WP_001521270)	100.000	28	0	0	408921	408948	570	543	0.004	52.8
contig_3	VFG049248(gb|WP_123809090)	95.161	62	2	1	2299	2360	61	1	2.41e-17	97.1
contig_4	VFG049248(gb|WP_123809090)	100.000	61	0	0	15213	15273	1	61	5.26e-22	113
contig_4	VFG049248(gb|WP_123809090)	100.000	60	0	0	178823	178882	1	60	1.89e-21	111
contig_4	VFG014891(gb|WP_003243095)	92.593	54	4	0	79315	79368	603	550	1.92e-11	78.7
contig_4	VFG033845(gb|WP_015675060)	100.000	39	0	0	160418	160456	2774	2736	8.92e-10	73.1
contig_4	VFG048839(gb|WP_041937831)	97.297	37	1	0	14210	14246	1344	1380	5.37e-07	63.9
contig_4	VFG048839(gb|WP_041937831)	100.000	31	0	0	176829	176859	1350	1380	2.50e-05	58.4
contig_6	VFG042001(gb|WP_011004160)	90.476	63	2	4	372157	372216	413	474	3.57e-11	80.5
contig_6	VFG033845(gb|WP_015675060)	100.000	39	0	0	276973	277011	2736	2774	5.97e-09	73.1
contig_6	VFG033845(gb|WP_015675060)	97.436	39	1	0	724604	724642	2736	2774	2.78e-07	67.6
contig_6	VFG033146(gb|WP_001521270)	100.000	28	0	0	920967	920994	543	570	0.008	52.8
contig_8	VFG000478(gb|NP_459678)	91.304	437	38	0	1044549	1044985	1	437	6.98e-167	597
